coach_type,phase,section,task
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Affix Decals
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Affix Decals
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Affix Decals
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Apply Autocoat
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Apply Autocoat
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Apply Autocoat
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Apply Autocoat
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Apply Autocoat
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Apply Autocoat
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Apply Autocoat
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Apply Autocoat
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Body Filling & Rub
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Body Filling & Rub
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Body Filling & Rub
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Body Filling & Rub
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Body Filling & Rub
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Body Filling & Rub
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Body Filling & Rub
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Body Filling & Rub
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - External Signs & Decals
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - External Signs & Decals
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - External Signs & Decals
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - External Signs & Decals
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - External Signs & Decals
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - External Signs & Decals
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - External Signs & Decals
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - External Signs & Decals
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Final Paint Preperation
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Final Paint Preperation
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Final Paint Preperation
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Final Paint Preperation
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Final Paint Preperation
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Final Paint Preperation
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Final Paint Preperation
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Final Paint Preperation
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Final Touch-Up
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Final Touch-Up
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Final Touch-Up
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Final Touch-Up
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Final Touch-Up
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Final Touch-Up
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Final Touch-Up
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Final Touch-Up
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Body Shell
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Body Shell
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Body Shell
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Body Shell
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Body Shell
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Body Shell
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Body Shell
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Body Shell
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Under Frame Equipment/Components
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Under Frame Equipment/Components
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Under Frame Equipment/Components
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Under Frame Equipment/Components
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Under Frame Equipment/Components
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Under Frame Equipment/Components
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Under Frame Equipment/Components
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Under Frame Equipment/Components
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Paint Loose Components
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Paint Loose Components
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Paint Loose Components
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Paint Loose Components
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Paint Loose Components
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Paint Loose Components
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Paint Loose Components
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Paint Loose Components
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Plate Stencil (2.5  mm X 125  mm X 800  mm)
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Plate Stencil (2.5 mm X 125 mm X 800 mm)
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Plate Stencil (2.5 mm X 125 mm X 800 mm)
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Plate Stencil (2.5 mm X 125 mm X 800 mm)
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Plate Stencil (2.5 mm X 125 mm X 800 mm)
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Plate Stencil (2.5 mm X 125 mm X 800 mm)
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Plate Stencil (2.5 mm X 125 mm X 800 mm)
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Plate Stencil (2.5 mm X 125 mm X 800 mm)
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Polish Coach
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Polish Coach
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Polish Coach
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Polish Coach
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Polish Coach
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Polish Coach
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Polish Coach
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Polish Coach
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Rub & Prime
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Rub & Prime
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Rub & Prime
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Rub & Prime
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Rub & Prime
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Rub & Prime
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Rub & Prime
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Rub & Prime
Baggage Van,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Stencilling
Diner,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Stencilling
Kitchen,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Stencilling
KP-1 to Car Carrier,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Stencilling
Power Car,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Stencilling
Sitter,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Stencilling
Sleeper,Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Stencilling
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Bodywork & Attachments (Excl. Interior Trim) - Stencilling
Motor,Completion,Paint,Interior Trim - Decals  (Doors)
Motor,Completion,Paint,Interior Trim - Warning Notices 
Baggage Van,Completion,Paint,Interior Trim/Fittings- Decal  (All Interior)
Diner,Completion,Paint,Interior Trim/Fittings- Decal  (All Interior)
Kitchen,Completion,Paint,Interior Trim/Fittings- Decal  (All Interior)
KP-1 to Car Carrier,Completion,Paint,Interior Trim/Fittings- Decal  (All Interior)
Power Car,Completion,Paint,Interior Trim/Fittings- Decal  (All Interior)
Sitter,Completion,Paint,Interior Trim/Fittings- Decal  (All Interior)
Sleeper,Completion,Paint,Interior Trim/Fittings- Decal  (All Interior)
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Interior Trim/Fittings- Decal  (All Interior)
Baggage Van,Completion,Paint,Interior Trim/Fittings- Paint Interior 
KP-1 to Car Carrier,Completion,Paint,Interior Trim/Fittings- Paint Interior 
Power Car,Completion,Paint,Interior Trim/Fittings- Paint Interior 
Baggage Van,Completion,Paint,Interior Trim/Fittings- Warning Notices (All Interior)
Diner,Completion,Paint,Interior Trim/Fittings- Warning Notices (All Interior)
Kitchen,Completion,Paint,Interior Trim/Fittings- Warning Notices (All Interior)
KP-1 to Car Carrier,Completion,Paint,Interior Trim/Fittings- Warning Notices (All Interior)
Power Car,Completion,Paint,Interior Trim/Fittings- Warning Notices (All Interior)
Sitter,Completion,Paint,Interior Trim/Fittings- Warning Notices (All Interior)
Sleeper,Completion,Paint,Interior Trim/Fittings- Warning Notices (All Interior)
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Interior Trim/Fittings- Warning Notices (All Interior)
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Paint,Staff Book - Off Coach Specific - Display Fridge (Stay Cold)
Motor,Completion,QC,Body - H.T. Compartment- 
Motor,Completion,QC,Body - H.T. Steel Frame 55F
Motor,Completion,QC,Body - Water Test
Baggage Van,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) -  Coach Strip
Diner,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) -  Coach Strip
Kitchen,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) -  Coach Strip
KP-1 to Car Carrier,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) -  Coach Strip
Power Car,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) -  Coach Strip
Sitter,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) -  Coach Strip
Sleeper,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) -  Coach Strip
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,QC,Bodywork & Attachments (Excl. Interior Trim) -  Coach Strip
Baggage Van,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test (1st)
Diner,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test (1st)
Kitchen,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test (1st)
KP-1 to Car Carrier,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test (1st)
Power Car,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test (1st)
Sitter,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test (1st)
Sleeper,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test (1st)
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test (1st)
Baggage Van,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test (2nd )
Diner,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test (2nd )
Kitchen,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test (2nd )
KP-1 to Car Carrier,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test (2nd )
Power Car,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test (2nd )
Sitter,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test (2nd )
Sleeper,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test (2nd )
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Water Test (2nd )
Motor,Completion,QC,Datapack Compressor
Motor,Completion,QC,Datapack Exhauster
Motor,Completion,QC,Datapack MA
Motor,Completion,QC,Datapack MG
Motor,Completion,QC,Datapack Pantograph
Motor,Completion,QC,Datapack QSA
Motor,Completion,QC,Datapack Traction Motor (1) 
Motor,Completion,QC,Datapack Traction Motor (2) 
Motor,Completion,QC,Datapack Traction Motor (3) 
Motor,Completion,QC,Datapack Traction Motor (4) 
Motor,Completion,QC,Datapack Wheel set (1) 
Motor,Completion,QC,Datapack Wheel set (2) 
Motor,Completion,QC,Datapack Wheel set (3) 
Motor,Completion,QC,Datapack Wheel set (4) 
Motor,Completion,QC,Motor Alternator - Install
Baggage Van,Completion,QC,Sign Off Internal Snags
Diner,Completion,QC,Sign Off Internal Snags
Kitchen,Completion,QC,Sign Off Internal Snags
KP-1 to Car Carrier,Completion,QC,Sign Off Internal Snags
Motor,Completion,QC,Sign Off Internal Snags
Power Car,Completion,QC,Sign Off Internal Snags
Sitter,Completion,QC,Sign Off Internal Snags
Sleeper,Completion,QC,Sign Off Internal Snags
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,QC,Sign Off Internal Snags
Trailer,Completion,QC,Sign Off Internal Snags
Baggage Van,Completion,QC,Sign Off PRASA Snags
Diner,Completion,QC,Sign Off PRASA Snags
Kitchen,Completion,QC,Sign Off PRASA Snags
KP-1 to Car Carrier,Completion,QC,Sign Off PRASA Snags
Motor,Completion,QC,Sign Off PRASA Snags
Power Car,Completion,QC,Sign Off PRASA Snags
Sitter,Completion,QC,Sign Off PRASA Snags
Sleeper,Completion,QC,Sign Off PRASA Snags
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,QC,Sign Off PRASA Snags
Trailer,Completion,QC,Sign Off PRASA Snags
Baggage Van,Stripping,QC,Sign Off PRASA Snags
Diner,Stripping,QC,Sign Off PRASA Snags
Kitchen,Stripping,QC,Sign Off PRASA Snags
KP-1 to Car Carrier,Stripping,QC,Sign Off PRASA Snags
Motor,Stripping,QC,Sign Off PRASA Snags
Power Car,Stripping,QC,Sign Off PRASA Snags
Sitter,Stripping,QC,Sign Off PRASA Snags
Sleeper,Stripping,QC,Sign Off PRASA Snags
"Staff Book Off (Lounge, Kitchen, Sleeper)",Stripping,QC,Sign Off PRASA Snags
Trailer,Stripping,QC,Sign Off PRASA Snags
Motor,Completion,Structural,Body -  Corrugated Metal Floor & Support Frames
Motor,Completion,Structural,Body -  s
Motor,Completion,Structural,Body - Body Framework s (Refer To Cr 001)
Motor,Completion,Structural,Body - Bodywork & Attachments (Excluding Interior Trim)
Motor,Completion,Structural,Body - s
Motor,Completion,Structural,Body - Roof Equipment Repair
Motor,Completion,Structural,Body - Repair Rust Body Cladding (Side & End)
Motor,Completion,Structural,"Body - Repair Rust, Gutters & Splash Plates"
Motor,Completion,Structural,"Body - Repair Rusts, Roof"
Baggage Van,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair  Corrugated Metal Floor
Diner,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair  Corrugated Metal Floor
Kitchen,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair  Corrugated Metal Floor
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair  Corrugated Metal Floor
Power Car,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair  Corrugated Metal Floor
Sitter,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair  Corrugated Metal Floor
Sleeper,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair  Corrugated Metal Floor
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair  Corrugated Metal Floor
Diner,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Roof Modification For Lights & Air-Conditioning
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Roof Modification For Lights & Air-Conditioning
Sitter,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Roof Modification For Lights & Air-Conditioning
Sleeper,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Roof Modification For Lights & Air-Conditioning
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Roof Modification For Lights & Air-Conditioning
Baggage Van,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Rust  Gutters
Diner,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Rust  Gutters
Kitchen,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Rust  Gutters
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Rust  Gutters
Power Car,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Rust  Gutters
Sitter,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Rust  Gutters
Sleeper,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Rust  Gutters
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Rust  Gutters
Baggage Van,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Rust Body (Side & Ends)
Diner,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Rust Body (Side & Ends)
Kitchen,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Rust Body (Side & Ends)
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Rust Body (Side & Ends)
Power Car,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Rust Body (Side & Ends)
Sitter,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Rust Body (Side & Ends)
Sleeper,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Rust Body (Side & Ends)
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Rust Body (Side & Ends)
Baggage Van,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Rust Roof
Diner,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Rust Roof
Kitchen,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Rust Roof
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Rust Roof
Power Car,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Rust Roof
Sitter,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Rust Roof
Sleeper,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Rust Roof
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Rust Roof
KP-1 to Car Carrier,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Commode Handles (Ends)
Diner,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Cowl & Cover
Kitchen,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Cowl & Cover
Diner,Completion,Structural,Heating & Ventilation - Air Conditioning Installation Kit - Brackets 
Sitter,Completion,Structural,Heating & Ventilation - Air Conditioning Installation Kit - Brackets 
Sleeper,Completion,Structural,Heating & Ventilation - Air Conditioning Installation Kit - Brackets 
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Heating & Ventilation - Air Conditioning Installation Kit - Brackets 
Kitchen,Completion,Structural,Interior Trim/Fittings- Convert Gas Comp. & Walk In Fridge To Freezer Compartment
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - 3-Way Cock
Diner,Completion,Structural,Plumbing (Water & Toilets) - 3-Way Cock
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - 3-Way Cock
Sitter,Completion,Structural,Plumbing (Water & Toilets) - 3-Way Cock
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - 3-Way Cock
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - 3-Way Cock
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Filler Cap
Diner,Completion,Structural,Plumbing (Water & Toilets) - Filler Cap
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Filler Cap
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Filler Cap
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Filler Cap
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Filler Cap
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Final Inspection & Test Toilet System
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Final Inspection & Test Toilet System
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Final Inspection & Test Toilet System
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Final Inspection & Test Toilet System
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Final Inspection & Test Water System
Diner,Completion,Structural,Plumbing (Water & Toilets) - Final Inspection & Test Water System
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Final Inspection & Test Water System
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Final Inspection & Test Water System
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Final Inspection & Test Water System
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Final Inspection & Test Water System
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Hanger Brackets & Stays For Tanks - 
Diner,Completion,Structural,Plumbing (Water & Toilets) - Hanger Brackets & Stays For Tanks - 
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Hanger Brackets & Stays For Tanks - 
Power Car,Completion,Structural,Plumbing (Water & Toilets) - Hanger Brackets & Stays For Tanks - 
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Hanger Brackets & Stays For Tanks - 
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Hanger Brackets & Stays For Tanks - 
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Hanger Brackets & Stays For Tanks - 
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Install Geyser
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Install Geyser
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Install Geyser
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Install Water Pressurised Tank 
Diner,Completion,Structural,Plumbing (Water & Toilets) - Install Water Pressurised Tank 
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Install Water Pressurised Tank 
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Install Water Pressurised Tank 
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Install Water Pressurised Tank 
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Install Water Pressurised Tank 
Diner,Completion,Structural,Plumbing (Water & Toilets) - Install Water Purification System
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Install Water Purification System
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Install Water Purification System
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Install Water Purification System
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Install Water Purification System
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Install Water Tank
Diner,Completion,Structural,Plumbing (Water & Toilets) - Install Water Tank
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Install Water Tank
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Install Water Tank
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Install Water Tank
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Install Water Tank
Diner,Completion,Structural,Plumbing (Water & Toilets) - Mixer
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Mixer
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Pressurised Tank
Diner,Completion,Structural,Plumbing (Water & Toilets) - Pressurised Tank
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Pressurised Tank
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Pressurised Tank
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Pressurised Tank
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Pressurised Tank
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Shower Rose
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Shower Rose
Baggage Van,Completion,Structural,Plumbing (Water & Toilets) - Stop Cocks
Diner,Completion,Structural,Plumbing (Water & Toilets) - Stop Cocks
Kitchen,Completion,Structural,Plumbing (Water & Toilets) - Stop Cocks
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Stop Cocks
Sleeper,Completion,Structural,Plumbing (Water & Toilets) - Stop Cocks
"Staff Book Off (Lounge, Kitchen, Sleeper)",Completion,Structural,Plumbing (Water & Toilets) - Stop Cocks
Sitter,Completion,Structural,Plumbing (Water & Toilets) - Tap Metal Basin Pillar 15  mm S/S
